[SpecialEvents.Burst].Name;Выброс!
[StoryEvents.Event-Radar-SetFlag1-1].Desc-NonOwner;Если вы это видите, то это баг ивента Event-Radar-SetFlag1-1
[StoryEvents.Event-Radar-Helicopter-1].Name;Вертолёты
[StoryEvents.Event-Radar-Helicopter-1].Desc-Owner;Множество военных вертолётов летят в нашу сторону к ЧАЭС! Тревога! Все к оружию!
[StoryEvents.Event-Radar-Helicopter-1].Desc-NonOwner;Множество вертолётов Военных направились к ЧАЭС!
[StoryEvents.Event-Radar-RadioFlood-1].Name;Переговоры
[StoryEvents.Event-Radar-RadioFlood-1].Desc-Owner;Радиоэфир переполнен различными переговорами о происходящем. Похоже что-то будет.
[StoryEvents.Event-Radar-RadioFlood-1].Desc-NonOwner;Радиоэфир переполнен различными переговорами о происходящем. Похоже что-то будет.
[StoryEvents.Event-Radar-SetFlag1-2].Name;Технический ивент
[StoryEvents.Event-Radar-SetFlag1-2].Desc-Owner;Если вы это видите, то это баг ивента Event-Radar-SetFlag1-2
[StoryEvents.Event-Radar-SetFlag1-2].Desc-NonOwner;Если вы это видите, то это баг ивента Event-Radar-SetFlag1-2
[StoryEvents.Event-Radar-19].Name;Меченый продолжает идти
[StoryEvents.Event-Radar-19].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-Radar-19].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Radar-20].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-Radar-20].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-Radar-20].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Radar-SoldiersIsDie-1].Name;Судьба отряда Вепрь
[StoryEvents.Event-Radar-SoldiersIsDie-1].Desc-Owner;Отряд Военных, который внезапно оказался на территории %0:s локации %1:s был уничтожен сталкером Меченым!
[StoryEvents.Event-Radar-SoldiersIsDie-1].Desc-NonOwner;Поступила информация, что на территории %0:s локации %1:s был бой с отрядом Военных. Среди того отряда выживших нет.
[StoryEvents.Event-Radar-SetFlag2-1].Name;Технический ивент
[StoryEvents.Event-Radar-SetFlag2-1].Desc-Owner;Если вы это видите, то это баг ивента Event-Radar-SetFlag2-1
[StoryEvents.Event-Radar-SetFlag2-1].Desc-NonOwner;Если вы это видите, то это баг ивента Event-Radar-SetFlag2-1
[StoryEvents.Event-Radar-SetFlag3-1].Name;Технический ивент
[StoryEvents.Event-Radar-SetFlag3-1].Desc-Owner;Если вы это видите, то это баг ивента Event-Radar-SetFlag3-1
[StoryEvents.Event-Radar-SetFlag3-1].Desc-NonOwner;Если вы это видите, то это баг ивента Event-Radar-SetFlag3-1
[StoryEvents.Event-Radar-SetFlag2-2].Name;Технический ивент
[StoryEvents.Event-Radar-SetFlag2-2].Desc-Owner;Если вы это видите, то это баг ивента Event-Radar-SetFlag2-2
[StoryEvents.Event-Radar-SetFlag2-2].Desc-NonOwner;Если вы это видите, то это баг ивента Event-Radar-SetFlag2-2
[StoryEvents.Event-Radar-SetFlag3-2].Name;Технический ивент
[StoryEvents.Event-Radar-SetFlag3-2].Desc-Owner;Если вы это видите, то это баг ивента Event-Radar-SetFlag3-2
[StoryEvents.Event-Radar-SetFlag3-2].Desc-NonOwner;Если вы это видите, то это баг ивента Event-Radar-SetFlag3-2
[StoryEvents.Event-Radar-Invasion-1].Name;Отряд Долга
[StoryEvents.Event-Radar-Invasion-1].Desc-Owner;Территорию %0:s локации %1:s штурмует отряд группировки Долг!
[StoryEvents.Event-Radar-Invasion-1].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s штурмует отряд группировки Долг!
[StoryEvents.Event-Radar-Invasion-2].Name;Отряд Свободы
[StoryEvents.Event-Radar-Invasion-2].Desc-Owner;Территорию %0:s локации %1:s штурмует отряд группировки Свобода!
[StoryEvents.Event-Radar-Invasion-2].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s штурмует отряд группировки Свобода!
[StoryEvents.Event-Radar-21].Name;Меченый продолжает идти
[StoryEvents.Event-Radar-21].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-Radar-21].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Radar-22].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-Radar-22].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
